,OID,VxHx_left,VxHx_top,VxHx_right,VxHx_btm,Area_Hex,Autopista,Ferrocarril_Int_CONV,Ferrocarril_estr_vel_conv,Ferrocarril_int_AVE,Ferrocarril_vel_conv,Via calzada unica,Via doble calzada,Via doble preferente,Via unica preferente,Arboles aislados,Vertedero,arenas,bosque,humedal,pradera,roquerios,Inst_E.E,Inst_E.EO,Inst_E.HC,Inst_E.HE,Inst_E.NU,Inst_E.OF,Inst_E.SO,Inst_E.TM,Max_WSP,Min_WSP,Mean_WSP,Calz_km,Calz_cnt,TTE_cnt,LTE_km,LTE_cnt,NA_km2,Na_cnt,UA_km2,UA_cnt,Den_P,Pend_m,InEl_km2,Con_kWh_hex,Con_kWh_Mun,Centerpoint_X,Centerpoint_Y,Prediccion_Eolica
10369,10370,328575.5873,4632475.523,329730.2878,4631475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14494354659414233,0.29234551907477024,0.30213518907056236,0.0,0.0,0.0,0.0,0.0,0.06832155334196559,0.3333333333333333,0.0,0.0,0.0004100041000410004,0.058911651181986636,0.0,7.404019340588709e-05,0.0008012740705488593,329152.93755000003,4631975.523,1
10419,10420,328575.5873,4582475.523,329730.2878,4581475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21838006816763234,0.29875335604766007,0.28914357044760486,0.0,0.0,0.0,0.0,0.0,0.3564818717695569,0.5,0.0,0.0,0.00046125461254612545,0.12853602504146763,0.0,6.657823599052564e-05,0.0003369417966025876,329152.93755000003,4581975.523,1
10614,10615,329441.6127,4583975.523,330596.3132,4582975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23476163791894822,0.31067552631822515,0.2897393955451226,0.0,0.0,0.0,0.0,0.0,0.3239457015220861,0.3333333333333333,0.0,0.0,0.00046125461254612545,0.14782942115259487,0.0,6.657823599052564e-05,0.0003369417966025876,330018.96294999996,4583475.523,1
10951,10952,331173.6635,4635975.523,332328.364,4634975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13360514635894682,0.2633283424552568,0.25617529797215455,0.016821746314405427,0.0028653295128939827,0.0,0.0,0.0,0.08711639602909793,0.16666666666666666,0.0,0.0,0.0004100041000410004,0.12502185543657537,0.0,7.404019340588709e-05,0.0008012740705488593,331751.01375000004,4635475.523,1
11123,11124,332039.6889,4659475.523,333194.3895,4658475.523,866025.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2550388303123897,0.2781484678145676,0.25089673266671286,0.0,0.0,0.0,0.0,0.0,0.29828821213610657,0.3333333333333333,0.0,0.0,0.00010250102501025008,0.31626106936993625,0.0,1.191813417304994e-05,0.0003830734738470246,332617.0392,4658975.523,1
11150,11151,332039.6889,4632475.523,333194.3895,4631475.523,866025.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1297915017884258,0.28109705859908296,0.24708432920828982,0.0,0.0,0.0847457627118644,0.1857621318154674,0.11764705882352941,0.07249360460300909,0.3333333333333333,0.01253381168252632,1.0,0.001076260762607626,0.051996558644118014,0.0,0.00012064923590678859,0.001072708507533636,332617.0392,4631975.523,1
11342,11343,332905.7143,4635975.523,334060.4149,4634975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09739209228383083,0.2726402096541324,0.2502697652436754,0.0,0.0,0.0,0.0,0.0,0.03158165350059809,0.3333333333333333,0.005230088883487956,1.0,0.0004100041000410004,0.049292840013515644,0.0,7.404019340588709e-05,0.0008012740705488593,333483.0646,4635475.523,1
11412,11413,332905.7143,4565975.523,334060.4149,4564975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4429264655074058,0.34413600673377365,0.35732654261875796,0.017122838651092015,0.0057306590257879654,0.0,0.0,0.0,0.25521307106672037,0.3333333333333333,0.0,0.0,0.0016400164001640015,0.12871492154826156,0.0,0.0001425121100953606,0.0011210949586984806,333483.0646,4565475.523,1
11714,11715,334637.7651,4650975.523,335792.4657,4649975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13759971421168038,0.2727599930204696,0.2627994589948146,0.0033018510110598715,0.0028653295128939827,0.0,0.0,0.0,0.013774348060137945,0.3333333333333333,0.010633988835014232,1.0,0.00015375153751537513,0.0881348780909965,0.0,2.6610685550821295e-05,0.0008656904509351471,335215.1154,4650475.523,1
11717,11718,334637.7651,4647975.523,335792.4657,4646975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10058272624125209,0.25381350262868596,0.25464596842138754,0.0,0.0,0.0,0.0,0.0,0.07326381457429734,0.3333333333333333,0.010037304736764245,1.0,0.000973759737597376,0.27222289385789855,0.0,0.0001997774810469125,0.009896213768185934,335215.1154,4647475.523,1
11729,11730,334637.7651,4635975.523,335792.4657,4634975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07832546060789658,0.2731325536773478,0.2523491483265694,0.0,0.0,0.0,0.0,0.0,0.09164498019846481,0.5,0.0004579834983061648,1.0,0.00030750307503075026,0.04526297467234039,0.0,8.967180821034411e-05,0.0007608649702032903,335215.1154,4635475.523,1
11907,11908,335503.7905,4650475.523,336658.4911,4649475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13469623893407656,0.27124596565753556,0.2673555988794296,0.018098712813072494,0.0028653295128939827,0.0,0.0,0.0,0.007847130145109753,0.3333333333333333,0.022488173462832012,1.0,0.00015375153751537513,0.04904266641297075,0.0,2.6610685550821295e-05,0.0008656904509351471,336081.1408,4649975.523,1
11921,11922,335503.7905,4636475.523,336658.4911,4635475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10095071020141189,0.2730456390959839,0.24872498227050932,0.0,0.0,0.0,0.0,0.0,0.037113643731611454,0.3333333333333333,0.0030552061493877222,1.0,0.00030750307503075026,0.055193286294734016,0.0,8.967180821034411e-05,0.0007608649702032903,336081.1408,4635975.523,1
12111,12112,336369.8159,4638975.523,337524.5165,4637975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07039989078682896,0.25974320910699744,0.2597790949457388,0.029550037164042243,0.014326647564469913,0.0,0.0,0.0,0.040853908368709446,0.3333333333333333,0.02077865703753088,1.0,0.00030750307503075026,0.0829873097729734,0.0,8.967180821034411e-05,0.0007608649702032903,336947.1662,4638475.523,1
12122,12123,336369.8159,4627975.523,337524.5165,4626975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1616015914104777,0.28045378180302094,0.25287842068495636,0.025665595883484854,0.0057306590257879654,0.0,0.0,0.0,0.014384545959997212,0.16666666666666666,0.0,0.0,0.0007175071750717508,0.03178677409689933,0.0,0.00010017843089731994,0.0007966235670327657,336947.1662,4627475.523,1
12123,12124,336369.8159,4626975.523,337524.5165,4625975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1905578244886993,0.25851840985804486,0.26833096003106216,0.01721055507065229,0.0057306590257879654,0.0,0.0,0.0,0.0022257655074835623,0.16666666666666666,0.0,0.0,0.003485034850348503,0.03194042381231234,0.0,0.0006873458420087864,0.01539396656521976,336947.1662,4626475.523,1
12294,12295,337235.8413,4647475.523,338390.5419,4646475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09320877515749759,0.28294200900375444,0.25573892275870236,0.02545832734935887,0.0028653295128939827,0.0,0.0,0.0,0.1707141104034008,0.3333333333333333,0.0,0.0,0.00015375153751537513,0.19886532361418496,0.0,2.6610685550821295e-05,0.0008656904509351471,337813.1916,4646975.523,1
12311,12312,337235.8413,4630475.523,338390.5419,4629475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1274666952515603,0.27813236296961985,0.2653094774485558,0.012705573755349161,0.011461318051575931,0.0,0.0,0.0,0.010093734020288053,0.3333333333333333,0.0018223956513155285,1.0,0.0007175071750717508,0.021802467143555614,0.0,0.00010017843089731994,0.0007966235670327657,337813.1916,4629975.523,1
12375,12376,337235.8413,4566475.523,338390.5419,4565475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47814912575963875,0.3715810123419564,0.3860316132280941,0.013320135367347873,0.008595988538681949,0.01694915254237288,0.32974951918406703,0.23529411764705882,0.4448740242788399,0.3333333333333333,0.0,0.0,0.0016400164001640015,0.2620159804591573,0.0,0.0001425121100953606,0.0011210949586984806,337813.1916,4565975.523,1
12376,12377,337235.8413,4565475.523,338390.5419,4564475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4899810180741272,0.3751390081667897,0.3775242834343697,0.004799059434142492,0.0028653295128939827,0.0,0.0,0.0,0.49768896298876913,0.3333333333333333,0.0,0.0,0.0016400164001640015,0.22456145017341664,0.0,0.0001425121100953606,0.0011210949586984806,337813.1916,4564975.523,1
12496,12497,338101.8667,4636975.523,339256.5673,4635975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067048921424952,0.2654558153978994,0.24426639027509345,0.02807119255232058,0.0028653295128939827,0.0,0.0,0.0,0.0004676442616909993,0.16666666666666666,0.004757434386024679,1.0,0.000973759737597376,0.06237204472405497,0.0,0.0001997774810469125,0.009896213768185934,338679.217,4636475.523,1
12499,12500,338101.8667,4633975.523,339256.5673,4632975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09374050418641022,0.25944521216284877,0.2526236894136433,0.003214375584049313,0.0028653295128939827,0.0,0.0,0.0,0.024434026101906287,0.16666666666666666,0.0,0.0,0.0007175071750717508,0.07361878224797476,0.0,0.00010017843089731994,0.0007966235670327657,338679.217,4633475.523,1
12503,12504,338101.8667,4629975.523,339256.5673,4628975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11883193149315485,0.2731998386879123,0.2352458891173672,0.017383838031269416,0.011461318051575931,0.0,0.0,0.0,0.004893680946650942,0.3333333333333333,0.03168927509678102,1.0,0.0007175071750717508,0.017276981190343252,0.0,0.00010017843089731994,0.0007966235670327657,338679.217,4629475.523,1
12508,12509,338101.8667,4624975.523,339256.5673,4623975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16929288482132898,0.28558558204872586,0.26500923952766464,0.019073365196267896,0.0028653295128939827,0.0,0.0,0.0,0.06938028359355833,0.16666666666666666,0.0,0.0,0.003485034850348503,0.13577507846728928,0.0,0.0006873458420087864,0.01539396656521976,338679.217,4624475.523,1
12509,12510,338101.8667,4623975.523,339256.5673,4622975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22357327914932956,0.2671170788699819,0.24746780956450287,0.033213452098248476,0.0028653295128939827,0.0,0.0,0.0,0.008714547441238653,0.16666666666666666,0.0,0.0,0.003485034850348503,0.090125077912729,0.0,0.0006873458420087864,0.01539396656521976,338679.217,4623475.523,1
12678,12679,338967.8921,4646475.523,340122.5927,4645475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08143371058129734,0.2272379580535271,0.26268042348970844,0.006648550895108432,0.0028653295128939827,0.0,0.0,0.0,0.15614952021671064,0.3333333333333333,0.0,0.0,0.00015375153751537513,0.17355437230017037,0.0,2.6610685550821295e-05,0.0008656904509351471,339545.2424,4645975.523,1
12690,12691,338967.8921,4634475.523,340122.5927,4633475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04730602342689405,0.22949939923483642,0.2650300207014047,0.017965395247715954,0.011461318051575931,0.0,0.0,0.0,0.01867607744715167,0.3333333333333333,0.011396933871722154,1.0,0.000973759737597376,0.030058272944858754,0.0,0.0001997774810469125,0.009896213768185934,339545.2424,4633975.523,1
12691,12692,338967.8921,4633475.523,340122.5927,4632475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10301654461665077,0.22182870743632033,0.2613787743622835,0.053114725892224185,0.03724928366762178,0.0,0.0,0.0,0.14010321079083796,0.3333333333333333,0.0,0.0,0.000973759737597376,0.06474945430016005,0.0,0.0001997774810469125,0.009896213768185934,339545.2424,4632975.523,1
12696,12697,338967.8921,4628475.523,340122.5927,4627475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16608870962569833,0.25291684675962056,0.20311525100611338,0.029830546979833172,0.0057306590257879654,0.0,0.00946992895096747,0.058823529411764705,0.01411248404463407,0.3333333333333333,0.022653199701817072,1.0,0.003485034850348503,0.040661377680220025,0.0,0.0006873458420087864,0.01539396656521976,339545.2424,4627975.523,1
12699,12700,338967.8921,4625475.523,340122.5927,4624475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17218512444324852,0.25905548637763665,0.26106941156340424,0.005076563600254679,0.0028653295128939827,0.0,0.0,0.0,0.018547848618821493,0.16666666666666666,0.0,0.0,0.003485034850348503,0.03460884751734614,0.0,0.0006873458420087864,0.01539396656521976,339545.2424,4624975.523,1
12752,12753,338967.8921,4572475.523,340122.5927,4571475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42943109540125424,0.35465656833665393,0.3496652950601411,0.03881033352673016,0.014326647564469913,0.0,0.0,0.0,0.5532411183373794,0.5,0.0,0.0,0.0002050020500205002,0.2779596068935428,0.0,2.181232419044817e-05,0.0002450165494698613,339545.2424,4571975.523,1
12758,12759,338967.8921,4566475.523,340122.5927,4565475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48262983055868125,0.37439615070134447,0.37624674164588723,0.025435250179241396,0.011461318051575931,0.05084745762711865,0.14835632275584895,0.058823529411764705,0.2567380441159624,0.3333333333333333,0.0,0.0,0.008251332513325134,0.09452118305513042,0.0,0.008695614896248038,0.08751041670938622,339545.2424,4565975.523,1
12759,12760,338967.8921,4565475.523,340122.5927,4564475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5038955495778911,0.3911489147669994,0.36947140199953155,0.004333667313901548,0.0028653295128939827,0.0,0.0,0.0,0.6584846432519345,0.3333333333333333,0.0,0.0,0.008251332513325134,0.25861014799952275,0.0,0.008695614896248038,0.08751041670938622,339545.2424,4564975.523,1
12871,12872,339833.9175,4643975.523,340988.6181,4642975.523,866025.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06859658428598403,0.2307046835382206,0.2232919162970819,0.005565782980973346,0.0028653295128939827,0.0,0.0,0.0,0.021970300210520193,0.3333333333333333,0.014568228311829001,1.0,0.000973759737597376,0.060034403750747437,0.0,0.0001997774810469125,0.009896213768185934,340411.26780000003,4643475.523,1
12878,12879,339833.9175,4636975.523,340988.6181,4635975.523,866025.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042204158975370554,0.22173680665741036,0.20415054200156324,0.03049480179839715,0.008595988538681949,0.0,0.0,0.0,0.035549710210077655,0.3333333333333333,0.026058437382140653,1.0,0.000973759737597376,0.08624896298442265,0.0,0.0001997774810469125,0.009896213768185934,340411.26780000003,4636475.523,1
12881,12882,339833.9175,4633975.523,340988.6181,4632975.523,866025.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09266163769326086,0.24130926543538334,0.22895113619006957,0.03036748985243902,0.0057306590257879654,0.0,0.0,0.0,0.08601459556037538,0.3333333333333333,0.0,0.0,0.000973759737597376,0.04562062598521596,0.0,0.0001997774810469125,0.009896213768185934,340411.26780000003,4633475.523,1
12889,12890,339833.9175,4625975.523,340988.6181,4624975.523,866025.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19243513694129188,0.22799098850821875,0.2328922298632119,0.026168473914975513,0.008595988538681949,0.0,0.0,0.0,0.008066893162717404,0.16666666666666666,0.0,0.0,0.003485034850348503,0.05303427875319642,0.0,0.0006873458420087864,0.01539396656521976,340411.26780000003,4625475.523,1
12951,12952,339833.9175,4563975.523,340988.6181,4562975.523,866025.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5007918620600499,0.39073677974913734,0.37705953279388416,0.0,0.0,0.0,0.0,0.0,0.3543180899719571,0.5,0.0,0.0,0.0041512915129151284,0.3108519470033934,0.0,0.001027564846900985,0.0014820736793400963,340411.26780000003,4563475.523,1
13050,13051,340699.943,4655475.523,341854.6435,4654475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22117591170891882,0.2255833428448395,0.20234667136372209,0.0,0.0,0.0,0.0,0.0,0.32093121508661143,0.3333333333333333,0.0,0.0,0.0003587535875358753,0.19269324267474558,0.0,5.70359517292974e-05,0.002300764506935164,341277.29325,4654975.523,1
13058,13059,340699.943,4647475.523,341854.6435,4646475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10423546712993514,0.2473881566517694,0.2039304558315136,0.028687850992564472,0.0057306590257879654,0.0,0.0,0.0,0.16976724184149736,0.3333333333333333,0.0,0.0,0.000973759737597376,0.05740410185960641,0.0,0.0001997774810469125,0.009896213768185934,341277.29325,4646975.523,1
13059,13060,340699.943,4646475.523,341854.6435,4645475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08647347043312037,0.22713737441337312,0.2215523318964201,0.029498819601955256,0.0057306590257879654,0.0,0.0,0.0,0.4070294184110784,0.3333333333333333,0.0,0.0,0.000973759737597376,0.13534154986911273,0.0,0.0001997774810469125,0.009896213768185934,341277.29325,4645975.523,1
13068,13069,340699.943,4637475.523,341854.6435,4636475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07772915903179245,0.2521512934984482,0.2325287064982111,0.03061073314889738,0.011461318051575931,0.0,0.0,0.0,0.0346780349263723,0.3333333333333333,0.11083654497609824,1.0,0.000973759737597376,0.08939215989084279,0.0,0.0001997774810469125,0.009896213768185934,341277.29325,4636975.523,1
13074,13075,340699.943,4631475.523,341854.6435,4630475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08718815230632704,0.22472952815583958,0.20863945213997082,0.0,0.0,0.0,0.0,0.0,0.0260542713380894,0.3333333333333333,0.005496162004193171,1.0,0.003485034850348503,0.017461503437370973,0.0,0.0006873458420087864,0.01539396656521976,341277.29325,4630975.523,1
13141,13142,340699.943,4564475.523,341854.6435,4563475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5050825836117473,0.3880180412089739,0.38697650906128334,0.0,0.0,0.0,0.0,0.0,0.3857304035118987,0.3333333333333333,0.0,0.0,0.008251332513325134,0.3707121901818711,0.0,0.008695614896248038,0.08751041670938622,341277.29325,4563975.523,1
13248,13249,341565.9684,4647975.523,342720.6689,4646975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08585766882453505,0.24320055308966426,0.19993096293924917,0.0069072989129814345,0.0028653295128939827,0.0,0.0,0.0,0.008905086113476887,0.3333333333333333,0.04866140558605712,1.0,0.000973759737597376,0.02357676063889696,0.0,0.0001997774810469125,0.009896213768185934,342143.31865000003,4647475.523,1
13332,13333,341565.9684,4563975.523,342720.6689,4562975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5063611103042475,0.3758161567185959,0.4148432094291661,0.0,0.0,0.01694915254237288,0.05984804959017195,0.058823529411764705,0.14682097301953884,0.3333333333333333,0.0,0.0,0.008251332513325134,0.33546152570108784,0.0,0.008695614896248038,0.08751041670938622,342143.31865000003,4563475.523,1
13448,13449,342431.9938,4637475.523,343586.6943,4636475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07231956425919084,0.22600433266179187,0.2067161339057595,0.02020602987215218,0.008595988538681949,0.0,0.0,0.0,0.00690174857190472,0.3333333333333333,0.06416639461833133,1.0,0.000973759737597376,0.06819783961220241,0.0,0.0001997774810469125,0.009896213768185934,343009.34404999996,4636975.523,1
13519,13520,342431.9938,4566475.523,343586.6943,4565475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5244534709984753,0.3699275433855782,0.36229100607578535,0.0,0.0,0.03389830508474576,0.15534068401879636,0.058823529411764705,0.20805753151975873,0.3333333333333333,0.0,0.0,0.008251332513325134,0.4080544249310625,0.0,0.008695614896248038,0.08751041670938622,343009.34404999996,4565975.523,1
13554,13555,343298.0192,4720975.523,344452.7197,4719975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6067901581046723,0.31186891825389884,0.2848487847296166,0.0,0.0,0.0,0.0,0.0,0.13815594321421876,0.3333333333333333,0.07068334614260954,1.0,5.125051250512505e-05,0.31454185574751786,0.0,1.0877970750116547e-05,0.0008801310781423045,343875.36945,4720475.523,1
13622,13623,343298.0192,4652975.523,344452.7197,4651975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15594716650483476,0.23506901055013485,0.20920257485218374,0.03336065193128834,0.011461318051575931,0.01694915254237288,0.0,0.0,0.16998208776150736,0.3333333333333333,0.0,0.0,0.000973759737597376,0.10145087392046392,0.0,0.0001997774810469125,0.009896213768185934,343875.36945,4652475.523,1
13623,13624,343298.0192,4651975.523,344452.7197,4650975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16548226023918533,0.23583920613316045,0.20384244491156633,0.021937932385888495,0.008595988538681949,0.1016949152542373,0.0,0.0,0.2748175779597842,0.3333333333333333,0.0,0.0,0.000973759737597376,0.1391700212330235,0.0,0.0001997774810469125,0.009896213768185934,343875.36945,4651475.523,1
13683,13684,343298.0192,4591975.523,344452.7197,4590975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43642366741510974,0.3331736794908323,0.33292738419153745,0.0026791905608497,0.0028653295128939827,0.0,0.0021036553359154503,0.058823529411764705,0.25063658282662515,0.3333333333333333,0.0,0.0,0.003280032800328003,0.20626534531100554,0.0,0.0004530329522051741,0.007002030315395289,343875.36945,4591475.523,1
13811,13812,344164.0446,4653475.523,345318.7451,4652475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18474121321798254,0.24068719430704621,0.2218913063961243,0.03070190614533148,0.0028653295128939827,0.11864406779661017,0.3837405093667641,0.1764705882352941,0.18329806243274396,0.3333333333333333,0.0,0.0,0.000973759737597376,0.0854229442068134,0.0,0.0001997774810469125,0.009896213768185934,344741.39485000004,4652975.523,1
13872,13873,344164.0446,4592475.523,345318.7451,4591475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484103325102999,0.3369398060787536,0.3249185670868535,0.046587298193960174,0.011461318051575931,0.0,0.0,0.0,0.3183864198029455,0.3333333333333333,0.0,0.0,0.0013325133251332513,0.25025300738115436,0.0,0.00010194962506235232,0.0004304191114721126,344741.39485000004,4591975.523,1
14003,14004,345030.07,4650975.523,346184.7705,4649975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15633520253836186,0.23040823403468969,0.23256408747673185,0.0,0.0,0.03389830508474576,0.11885032699667752,0.058823529411764705,0.3325574403436326,0.3333333333333333,0.0,0.0,0.000973759737597376,0.26542595202813946,0.0,0.0001997774810469125,0.009896213768185934,345607.42024999997,4650475.523,1
14025,14026,345030.07,4628975.523,346184.7705,4627975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15953210378349192,0.22466152673758155,0.20876225533663328,0.0,0.0,0.0,0.0,0.0,0.04827816241877631,0.3333333333333333,0.03911742098494278,1.0,5.125051250512505e-05,0.01477189284743251,0.0,4.670042134366388e-05,0.0012086015830156797,345607.42024999997,4628475.523,1
14053,14054,345030.07,4600975.523,346184.7705,4599975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46161512777773794,0.33847102722632927,0.3101073594878434,0.028211036054903757,0.008595988538681949,0.0,0.0,0.0,0.22674231993828065,0.3333333333333333,0.0,0.0,0.0005637556375563755,0.152533989003393,0.0,5.718565749297192e-05,0.0002773487964897341,345607.42024999997,4600475.523,1
14063,14064,345030.07,4590975.523,346184.7705,4589975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4731526524078943,0.3306414075451083,0.31519503823279726,0.021828967938896517,0.008595988538681949,0.0,0.0,0.0,0.21599924395291184,0.3333333333333333,0.0,0.0,0.0013325133251332513,0.22239130014297337,0.0,0.00010194962506235232,0.0004304191114721126,345607.42024999997,4590475.523,1
14198,14199,345896.0954,4644475.523,347050.7959,4643475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10058108635509011,0.25056450777017203,0.2293385314132903,0.0,0.0,0.0,0.0,0.0,0.07351571661757582,0.3333333333333333,0.013040890062863198,1.0,0.004305043050430504,0.2629928324606925,0.0,0.0005567032408767419,0.0049667477389663105,346473.44565,4643975.523,1
14203,14204,345896.0954,4639475.523,347050.7959,4638475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07716104401387891,0.2438732599137714,0.2272389264233714,0.02843277012975282,0.011461318051575931,0.0,0.0,0.0,0.029289257443548412,0.3333333333333333,0.009369294242423385,1.0,5.125051250512505e-05,0.036863557477066745,0.0,4.670042134366388e-05,0.0012086015830156797,346473.44565,4638975.523,1
