,OID,VxHx_left,VxHx_top,VxHx_right,VxHx_btm,Area_Hex,Autopista,Ferrocarril_Int_CONV,Ferrocarril_estr_vel_conv,Ferrocarril_int_AVE,Ferrocarril_vel_conv,Via calzada unica,Via doble calzada,Via doble preferente,Via unica preferente,Arboles aislados,Vertedero,arenas,bosque,humedal,pradera,roquerios,Inst_E.E,Inst_E.EO,Inst_E.HC,Inst_E.HE,Inst_E.NU,Inst_E.OF,Inst_E.SO,Inst_E.TM,Max_WSP,Min_WSP,Mean_WSP,Calz_km,Calz_cnt,TTE_cnt,LTE_km,LTE_cnt,NA_km2,Na_cnt,UA_km2,UA_cnt,Den_P,Pend_m,InEl_km2,Con_kWh_hex,Con_kWh_Mun,Centerpoint_X,Centerpoint_Y,Prediccion_Eolica
3489,3490,296532.6474,4584975.523,297687.3479,4583975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14607574997879913,0.2484213884835056,0.206355554049787,0.02211660739042247,0.0028653295128939827,0.05084745762711865,0.28252932839558254,0.11764705882352941,0.22723888065657685,0.3333333333333333,0.0,0.0,0.0002562525625256252,0.11480925858931355,0.0,4.672958480411995e-05,0.0009311833983357469,297109.99765000003,4584475.523,1
3493,3494,296532.6474,4580975.523,297687.3479,4579975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16341727012177254,0.27990277831786947,0.24138849206298962,0.0,0.0,0.0,0.0,0.0,0.08190160078529787,0.3333333333333333,0.0,0.0,0.0002562525625256252,0.040305464975507146,0.0,4.672958480411995e-05,0.0009311833983357469,297109.99765000003,4580475.523,1
3499,3500,296532.6474,4574975.523,297687.3479,4573975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17131421499924004,0.25571235554820937,0.25222817010550447,0.0,0.0,0.0,0.0,0.0,0.30904136406636706,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.23072468819404263,0.0,0.0003327745261108039,0.010881464429423466,297109.99765000003,4574475.523,1
3506,3507,296532.6474,4567975.523,297687.3479,4566975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2103390568553566,0.30197057106089453,0.2978214471544318,0.0,0.0,0.0,0.0,0.0,0.012404528141493742,0.16666666666666666,0.0,0.0,0.0014350143501435013,0.03812238618609067,0.0,0.0003327745261108039,0.010881464429423466,297109.99765000003,4567475.523,1
3543,3544,296532.6474,4530975.523,297687.3479,4529975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5631370379314277,0.35923613287597467,0.3407837569636434,0.0,0.0,0.0,0.0,0.0,0.308326600300202,0.3333333333333333,0.0,0.0,0.0008200082000820008,0.3490244184919578,0.0,7.304085882759219e-05,0.0011220993994341543,297109.99765000003,4530475.523,1
3546,3547,296532.6474,4527975.523,297687.3479,4526975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6270193554140054,0.38763052195945746,0.3781541943664357,0.0,0.0,0.0,0.0,0.0,0.11280499130289502,0.16666666666666666,0.0,0.0,0.007892578925789259,0.48314253060233536,0.0,0.0019468029920532224,0.11913052990668413,297109.99765000003,4527475.523,1
3575,3576,297398.6728,4636475.523,298553.3733,4635475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4892098981385521,0.35065878415699336,0.3381277698971863,0.0074244159023938725,0.0028653295128939827,0.0,0.0,0.0,0.18799381993813014,0.5,0.0,0.0,0.012658876588765888,0.2362937579556364,0.0,0.0008195884866775999,0.002958001099848216,297976.02304999996,4635975.523,1
3620,3621,297398.6728,4591475.523,298553.3733,4590475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200178387141435,0.2612084634341644,0.2407516933197975,0.037352400481809725,0.025787965616045846,0.0,0.0,0.0,0.0040076534852173384,0.16666666666666666,0.0,0.0,0.0004100041000410004,0.07721107847635066,0.0,4.62726905903081e-05,0.0005632285219512734,297976.02304999996,4590975.523,1
3623,3624,297398.6728,4588475.523,298553.3733,4587475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19428651970872834,0.2664146554547525,0.24351882728716467,0.02895100511978166,0.0057306590257879654,0.0,0.0,0.0,0.011848713660356692,0.16666666666666666,0.0,0.0,0.0005125051250512505,0.0854360401329089,0.0,7.413546071004361e-05,0.0005783671707893695,297976.02304999996,4587975.523,1
3624,3625,297398.6728,4587475.523,298553.3733,4586475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17332979745733545,0.2813209503314258,0.244874136584176,0.03447549619721745,0.034383954154727794,0.0,0.0,0.0,0.05259953973047244,0.16666666666666666,0.0,0.0,0.0005125051250512505,0.07002894306088663,0.0,7.413546071004361e-05,0.0005783671707893695,297976.02304999996,4586975.523,1
3625,3626,297398.6728,4586475.523,298553.3733,4585475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17462808396626317,0.24453209708493417,0.25999862184907285,0.03721916548571061,0.0057306590257879654,0.0,0.0,0.0,0.052282405180683215,0.16666666666666666,0.0,0.0,0.0002562525625256252,0.04679907919984716,0.0,4.672958480411995e-05,0.0009311833983357469,297976.02304999996,4585975.523,1
3627,3628,297398.6728,4584475.523,298553.3733,4583475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15957259760614606,0.27649133085079913,0.24061511450088235,0.011335414713022473,0.022922636103151862,0.0,0.0,0.0,0.04024231698710984,0.16666666666666666,0.0,0.0,0.0002562525625256252,0.062047282812372075,0.0,4.672958480411995e-05,0.0009311833983357469,297976.02304999996,4583975.523,1
3640,3641,297398.6728,4571475.523,298553.3733,4570475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18430834821719466,0.2967919750646564,0.27683802490897413,0.0,0.0,0.0,0.0,0.0,0.26850677739800166,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.2494073165027596,0.0,0.0003327745261108039,0.010881464429423466,297976.02304999996,4570975.523,1
3641,3642,297398.6728,4570475.523,298553.3733,4569475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21601329028691685,0.3118428123575512,0.293513327340545,0.0,0.0,0.0,0.0,0.0,0.19381219575401595,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.16794178172895344,0.0,0.0003327745261108039,0.010881464429423466,297976.02304999996,4569975.523,1
3643,3644,297398.6728,4568475.523,298553.3733,4567475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21372090803386878,0.3117969622651733,0.2825185558073271,0.0,0.0,0.0,0.0,0.0,0.05936036647465932,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.06765852156112992,0.0,0.0003327745261108039,0.010881464429423466,297976.02304999996,4567975.523,1
3646,3647,297398.6728,4565475.523,298553.3733,4564475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23402782945268352,0.29059146647823797,0.3036736434993177,0.03184744418266924,0.014326647564469913,0.1016949152542373,0.37224675610174357,0.11764705882352941,0.08054544086482679,0.16666666666666666,0.0,0.0,0.0007175071750717508,0.2101858213236454,0.0,0.00012808397409239103,0.000947348779115911,297976.02304999996,4564975.523,1
3687,3688,297398.6728,4524475.523,298553.3733,4523475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6549442624612797,0.3656460331030216,0.37518169177416083,0.0,0.0,0.0,0.0,0.0,0.07651839494877784,0.16666666666666666,0.0,0.0,0.007892578925789259,0.4034570388916022,0.0,0.0019468029920532224,0.11913052990668413,297976.02304999996,4523975.523,1
3716,3717,298264.6982,4645975.523,299419.3987,4644975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47729843075396394,0.38392056173469913,0.37418881674380966,0.0,0.0,0.0,0.0,0.0,0.49575473393115077,0.5,0.0,0.0,0.0003587535875358753,0.24263324946688475,0.0,3.283222378145096e-05,0.0013760240216186832,298842.04845,4645475.523,1
3767,3768,298264.6982,4585975.523,299419.3987,4584975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1933779903019731,0.26048165350105146,0.24644697119838233,0.027651757484671722,0.0057306590257879654,0.0,0.0,0.0,0.051194002434519784,0.16666666666666666,0.0,0.0,0.0005125051250512505,0.058785924333731705,0.0,7.413546071004361e-05,0.0005783671707893695,298842.04845,4585475.523,1
3768,3769,298264.6982,4584975.523,299419.3987,4583975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15047191133976578,0.2851276255947939,0.25884600258375334,0.006946387272195249,0.0057306590257879654,0.06779661016949153,0.3141636739075424,0.11764705882352941,0.03556535095930065,0.16666666666666666,0.0,0.0,0.0002562525625256252,0.10836776429342117,0.0,4.672958480411995e-05,0.0009311833983357469,298842.04845,4584475.523,1
3770,3771,298264.6982,4582975.523,299419.3987,4581975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164815816997537,0.2597326922420583,0.2378476861826122,0.0,0.0,0.0,0.0,0.0,0.11975923604943008,0.3333333333333333,0.0,0.0,0.0004100041000410004,0.038755656365344025,0.0,7.987871818919362e-05,0.0019031028564417069,298842.04845,4582475.523,1
3772,3773,298264.6982,4580975.523,299419.3987,4579975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1582016203016997,0.2757675298299983,0.24684181349944456,0.0,0.0,0.0,0.0,0.0,0.06277046260428226,0.3333333333333333,0.0,0.0,0.0004100041000410004,0.07437375476498025,0.0,7.987871818919362e-05,0.0019031028564417069,298842.04845,4580475.523,1
3773,3774,298264.6982,4579975.523,299419.3987,4578975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14213359353726396,0.2596958115740017,0.2671186758377382,0.0,0.0,0.0,0.0,0.0,0.25311464607146567,0.3333333333333333,0.0,0.0,0.0004100041000410004,0.22664891859754482,0.0,7.987871818919362e-05,0.0019031028564417069,298842.04845,4579475.523,1
3783,3784,298264.6982,4569975.523,299419.3987,4568975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19814947451958698,0.3020102600471092,0.2760144016477528,0.0,0.0,0.0,0.0,0.0,0.18612866059328786,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.20356694705735418,0.0,0.0003327745261108039,0.010881464429423466,298842.04845,4569475.523,1
3784,3785,298264.6982,4568975.523,299419.3987,4567975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2256014936018217,0.3001010048878777,0.2906096145542627,0.0,0.0,0.0,0.0,0.0,0.1425405836846633,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.12345550615950496,0.0,0.0003327745261108039,0.010881464429423466,298842.04845,4568475.523,1
3785,3786,298264.6982,4567975.523,299419.3987,4566975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22028788899743723,0.30882653537416294,0.3039278449390055,0.0,0.0,0.0,0.0,0.0,0.22722043811959933,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.20907399442885038,0.0,0.0003327745261108039,0.010881464429423466,298842.04845,4567475.523,1
3786,3787,298264.6982,4566975.523,299419.3987,4565975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19613783753017822,0.2910184168071994,0.27332683072942165,0.0375376099854791,0.008595988538681949,0.0,0.0,0.0,0.13483838362285017,0.16666666666666666,0.0,0.0,0.0007175071750717508,0.14923802073906672,0.0,0.00012808397409239103,0.000947348779115911,298842.04845,4566475.523,1
3856,3857,299130.7236,4648475.523,300285.4241,4647475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4989950663943633,0.3871351976802374,0.3684637799889483,0.0,0.0,0.0,0.0,0.0,0.33185028827191665,0.3333333333333333,0.0,0.0,0.0003587535875358753,0.2725514487460267,0.0,3.283222378145096e-05,0.0013760240216186832,299708.07385000004,4647975.523,1
3858,3859,299130.7236,4646475.523,300285.4241,4645475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4862283902580308,0.3689031950092402,0.3666148442278834,0.0,0.0,0.0,0.0,0.0,0.4120739420456281,0.3333333333333333,0.0,0.0,0.0003587535875358753,0.25905504361155884,0.0,3.283222378145096e-05,0.0013760240216186832,299708.07385000004,4645975.523,1
3913,3914,299130.7236,4584475.523,300285.4241,4583475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16815254695184867,0.2625516705466828,0.247414031654555,0.023671895269807498,0.011461318051575931,0.0,0.0,0.0,0.027255666980068535,0.16666666666666666,0.0,0.0,0.0004100041000410004,0.03030970900179108,0.0,7.987871818919362e-05,0.0019031028564417069,299708.07385000004,4583975.523,1
3918,3919,299130.7236,4579475.523,300285.4241,4578475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15216969684885806,0.27397974875926057,0.25286370313981466,0.0,0.0,0.0,0.0,0.0,0.29709247708607434,0.3333333333333333,0.0,0.0,0.0004100041000410004,0.22401088075869496,0.0,7.987871818919362e-05,0.0019031028564417069,299708.07385000004,4578975.523,1
3926,3927,299130.7236,4571475.523,300285.4241,4570475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1879521915057113,0.3086957766419627,0.28877260000476257,0.0,0.0,0.0,0.0,0.0,0.15524212983635433,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.19246729487281525,0.0,0.0003327745261108039,0.010881464429423466,299708.07385000004,4570975.523,1
3927,3928,299130.7236,4570475.523,300285.4241,4569475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19192647997412415,0.3005292447506873,0.2804818241702536,0.0,0.0,0.0,0.0,0.0,0.22947553630368417,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.2115465197611622,0.0,0.0003327745261108039,0.010881464429423466,299708.07385000004,4569975.523,1
3928,3929,299130.7236,4569475.523,300285.4241,4568475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18503309671832635,0.2869454671323468,0.2844568859375829,0.0,0.0,0.0,0.0,0.0,0.22952746231393628,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.21923319966262397,0.0,0.0003327745261108039,0.010881464429423466,299708.07385000004,4568975.523,1
3973,3974,299130.7236,4524475.523,300285.4241,4523475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6376025799533399,0.37628374169192724,0.3679346253709226,0.0,0.0,0.0,0.0,0.0,0.06951659165112771,0.16666666666666666,0.0,0.0,0.007892578925789259,0.36989973658984737,0.0,0.0019468029920532224,0.11913052990668413,299708.07385000004,4523975.523,1
4064,4065,299996.749,4582975.523,301151.4495,4581975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1526006134700476,0.2557043604383509,0.25054907481537514,0.0,0.0,0.0,0.0,0.0,0.0496078712734136,0.3333333333333333,0.0,0.0,0.0004100041000410004,0.055133632748036544,0.0,7.987871818919362e-05,0.0019031028564417069,300574.09924999997,4582475.523,1
4065,4066,299996.749,4581975.523,301151.4495,4580975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15038520844763503,0.2645636872254563,0.2649187266250428,0.0,0.0,0.06779661016949153,0.1928565778125486,0.11764705882352941,0.05534558707504314,0.3333333333333333,0.0,0.0,0.0004100041000410004,0.03801061551458702,0.0,7.987871818919362e-05,0.0019031028564417069,300574.09924999997,4581475.523,1
4070,4071,299996.749,4576975.523,301151.4495,4575975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15887178170108174,0.2609225307955726,0.26858360141096504,0.03255315688268845,0.0057306590257879654,0.0,0.0,0.0,0.10092519684195346,0.3333333333333333,0.0,0.0,0.0003587535875358753,0.1642213590856848,0.0,2.4985308688069293e-05,0.0002616420501797985,300574.09924999997,4576475.523,1
4074,4075,299996.749,4572975.523,301151.4495,4571975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1470175154942045,0.26046852891210825,0.240472089397195,0.019709608583115667,0.011461318051575931,0.0,0.0,0.0,0.26826379386592714,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.21299534728035807,0.0,0.0003327745261108039,0.010881464429423466,300574.09924999997,4572475.523,1
4075,4076,299996.749,4571975.523,301151.4495,4570975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18633880330622488,0.2704339605215229,0.23808825917549892,0.014325575003446021,0.008595988538681949,0.0,0.0,0.0,0.08911631600538712,0.3333333333333333,0.0,0.0,0.0004100041000410004,0.11798967722389822,0.0,4.1968163826991194e-05,0.00048191707418553483,300574.09924999997,4571475.523,1
4077,4078,299996.749,4569975.523,301151.4495,4568975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19151839186722974,0.29591087957069173,0.30866336226380797,0.0,0.0,0.0,0.0,0.0,0.27844716000712694,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.15797024921748404,0.0,0.0003327745261108039,0.010881464429423466,300574.09924999997,4569475.523,1
4078,4079,299996.749,4568975.523,301151.4495,4567975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18503022285841875,0.2869895405336451,0.30742876627204896,0.03303401021529785,0.011461318051575931,0.0,0.0,0.0,0.2865137304568062,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.2023365253109144,0.0,0.0003327745261108039,0.010881464429423466,300574.09924999997,4568475.523,1
4120,4121,299996.749,4526975.523,301151.4495,4525975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649807018683548,0.3630902916412615,0.34907338482963124,0.0,0.0,0.0,0.0,0.0,0.2029606542516733,0.3333333333333333,0.0,0.0,0.007892578925789259,0.35242806352715866,0.0,0.0019468029920532224,0.11913052990668413,300574.09924999997,4526475.523,1
4121,4122,299996.749,4525975.523,301151.4495,4524975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6465093212671918,0.38802110743390184,0.3686279983576397,0.0,0.0,0.0,0.0,0.0,0.25770828371572857,0.3333333333333333,0.0,0.0,0.007892578925789259,0.3300101983673155,0.0,0.0019468029920532224,0.11913052990668413,300574.09924999997,4525475.523,1
4122,4123,299996.749,4524975.523,301151.4495,4523975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6415424145758538,0.38054957697415237,0.37468005896555034,0.0,0.0,0.0,0.0,0.0,0.18660197570988452,0.5,0.0,0.0,0.007892578925789259,0.27561855190266116,0.0,0.0019468029920532224,0.11913052990668413,300574.09924999997,4524475.523,1
4222,4223,300862.7744,4574475.523,302017.4749,4573475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16154529947657925,0.261044492041298,0.2662652937002401,0.0,0.0,0.0,0.0,0.0,0.11314888252662478,0.3333333333333333,0.005058797987083989,1.0,0.0003587535875358753,0.21806461690140266,0.0,2.4985308688069293e-05,0.0002616420501797985,301440.12465,4573975.523,1
4223,4224,300862.7744,4573475.523,302017.4749,4572475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16581765755056133,0.28271238600986437,0.2471839964239897,0.01159010114044885,0.0057306590257879654,0.0,0.0,0.0,0.21402964873924202,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.15799083074946932,0.0,0.0003327745261108039,0.010881464429423466,301440.12465,4572975.523,1
4224,4225,300862.7744,4572475.523,302017.4749,4571475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15157253473843124,0.25444041667303063,0.24093527997789543,0.02486135052694367,0.0028653295128939827,0.0,0.0,0.0,0.019144928176666957,0.16666666666666666,0.0,0.0,0.0004100041000410004,0.06286565512516258,0.0,4.1968163826991194e-05,0.00048191707418553483,301440.12465,4571975.523,1
4226,4227,300862.7744,4570475.523,302017.4749,4569475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17277127820894422,0.27363532859657935,0.2650818264603034,0.012930637601285993,0.0028653295128939827,0.0,0.0,0.0,0.22845195326502166,0.3333333333333333,0.0,0.0,0.0004100041000410004,0.18652166428803857,0.0,4.1968163826991194e-05,0.00048191707418553483,301440.12465,4569975.523,1
4227,4228,300862.7744,4569475.523,302017.4749,4568475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18685660142100857,0.2925885245643731,0.29177344858898024,0.032130842299624644,0.008595988538681949,0.0,0.0,0.0,0.25387942009557213,0.3333333333333333,0.0,0.0,0.0004100041000410004,0.196838591760088,0.0,4.1968163826991194e-05,0.00048191707418553483,301440.12465,4568975.523,1
4259,4260,300862.7744,4537475.523,302017.4749,4536475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5416302394099034,0.30339576386984624,0.2774057689303613,0.030744434013561774,0.0057306590257879654,0.0,0.0,0.0,0.11820426779257921,0.3333333333333333,0.0,0.0,0.0007687576875768758,0.02420866369248156,0.0,7.36805107269288e-05,0.0010758014997323427,301440.12465,4536975.523,1
4260,4261,300862.7744,4536475.523,302017.4749,4535475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5512291263396064,0.294538357055359,0.30891026380110564,0.025226291339656117,0.0057306590257879654,0.0,0.0,0.0,0.14429546297580137,0.3333333333333333,0.0,0.0,0.0007687576875768758,0.04648445268569246,0.0,7.36805107269288e-05,0.0010758014997323427,301440.12465,4535975.523,1
4266,4267,300862.7744,4530475.523,302017.4749,4529475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6217684561596973,0.3248843839772151,0.3134207792957815,0.0,0.0,0.0,0.0,0.0,0.0854402370530015,0.16666666666666666,0.0,0.0,0.0014350143501435013,0.3134340071031415,0.0,0.00015441857888422815,0.0044326178328106085,301440.12465,4529975.523,1
4267,4268,300862.7744,4529475.523,302017.4749,4528475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6083017434701395,0.3485938965904466,0.3385098079339752,0.0,0.0,0.0,0.0,0.0,0.05756599531802906,0.16666666666666666,0.0,0.0,0.007892578925789259,0.3008759332214994,0.0,0.0019468029920532224,0.11913052990668413,301440.12465,4528975.523,1
4268,4269,300862.7744,4528475.523,302017.4749,4527475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5937543620363043,0.3500330163649582,0.3584607943877409,0.0,0.0,0.0,0.0,0.0,0.3138737147115117,0.3333333333333333,0.0,0.0,0.007892578925789259,0.19129034195682232,0.0,0.0019468029920532224,0.11913052990668413,301440.12465,4527975.523,1
4269,4270,300862.7744,4527475.523,302017.4749,4526475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6394715468466522,0.3571564586546361,0.36003895675328823,0.0,0.0,0.0,0.0,0.0,0.1422868137828818,0.3333333333333333,0.0037147399125811767,1.0,0.007892578925789259,0.21082604581873118,0.0,0.0019468029920532224,0.11913052990668413,301440.12465,4526975.523,1
4271,4272,300862.7744,4525475.523,302017.4749,4524475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6355544757924471,0.3837937002603511,0.3801864224346958,0.0,0.0,0.0,0.0,0.0,0.4074908319164444,0.3333333333333333,0.0,0.0,0.007892578925789259,0.352710559726047,0.0,0.0019468029920532224,0.11913052990668413,301440.12465,4524975.523,1
4272,4273,300862.7744,4524475.523,302017.4749,4523475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6350091081063455,0.3655086261074265,0.386324109720241,0.0,0.0,0.0,0.0,0.0,0.4073164904738623,0.3333333333333333,0.0,0.0,0.0014350143501435013,0.1192107394805849,0.0,0.00015441857888422815,0.0044326178328106085,301440.12465,4523975.523,1
4374,4375,301728.7998,4574975.523,302883.5003,4573975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1477124537874802,0.2554975478654188,0.2619297992523897,0.0,0.0,0.0,0.0,0.0,0.11691131059343246,0.3333333333333333,0.006004389693572088,1.0,0.0014350143501435013,0.19537188915746653,0.0,0.0003327745261108039,0.010881464429423466,302306.15005,4574475.523,1
4379,4380,301728.7998,4569975.523,302883.5003,4568975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18370360366283023,0.2607084681767833,0.2374844571685144,0.02448067247823535,0.0057306590257879654,0.0,0.045238962386430825,0.058823529411764705,0.2748025358831583,0.3333333333333333,0.0,0.0,0.0004100041000410004,0.18522095081100395,0.0,4.1968163826991194e-05,0.00048191707418553483,302306.15005,4569475.523,1
4386,4387,301728.7998,4562975.523,302883.5003,4561975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2507558698060929,0.2791622420133508,0.23625000835220678,0.0,0.0,0.0,0.0,0.0,0.27272418295467404,0.3333333333333333,0.0,0.0,0.001076260762607626,0.30299454344364124,0.0,0.000126186404932049,0.0010270923732268067,302306.15005,4562475.523,1
4413,4414,301728.7998,4535975.523,302883.5003,4534975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5372946239449586,0.2910721187278972,0.29452810207806723,0.024609717231415574,0.008595988538681949,0.0,0.0,0.0,0.1381393514308129,0.3333333333333333,0.0,0.0,0.0007687576875768758,0.024499621281307435,0.0,7.36805107269288e-05,0.0010758014997323427,302306.15005,4535475.523,1
